timestamp,date,time,open,high,low,close,volume,count,ma5,ma10
20260320-09:30,20260320,09:30,178.04,178.07,178.03,178.07,1801176698633,5,178.608,178.994
20260320-09:35,20260320,09:35,178.1,178.35,178.1,178.32,1836204083709,5,178.448,178.95
20260320-09:40,20260320,09:40,178.4,178.96,178.4,178.47,1567601804597,5,178.356,178.828
20260320-09:45,20260320,09:45,177.92,177.92,177.04,177.04,19417281938536,5,178.07,178.573
20260320-09:50,20260320,09:50,177.07,177.42,177.05,177.05,23145456321453,5,177.79,178.313
20260320-09:55,20260320,09:55,177.13,177.78,177.13,177.78,21631422491194,5,177.732,178.17
20260320-10:00,20260320,10:00,177.74,177.74,177.2,177.51,29604585056752,5,177.57,178.009
20260320-10:05,20260320,10:05,177.46,177.46,176.77,176.8,32432914713820,5,177.236,177.796
20260320-10:10,20260320,10:10,176.87,176.87,175.87,175.87,35305106782734,5,177.002,177.536
20260320-10:15,20260320,10:15,175.99,176.05,175.71,175.99,32354287305460,5,176.79,177.29
20260320-10:20,20260320,10:20,176.03,176.26,175.84,175.84,42455737639297,5,176.40200000000002,177.067
20260320-10:25,20260320,10:25,176.19,176.22,175.65,175.65,45710714205006,5,176.03,176.8
20260320-10:30,20260320,10:30,175.51,176.16,175.51,176.16,40182225876707,5,175.90200000000002,176.56900000000002
20260320-10:35,20260320,10:35,176.21,176.21,175.74,175.93,51115824661957,5,175.91400000000002,176.458
20260320-10:40,20260320,10:40,175.81,175.82,175.53,175.53,53221824523091,5,175.822,176.306
20260320-10:45,20260320,10:45,175.81,175.93,175.72,175.74,55637967051732,5,175.802,176.102
20260320-10:50,20260320,10:50,175.95,176.07,175.58,175.65,58329455964073,5,175.802,175.916
20260320-10:55,20260320,10:55,175.68,175.73,175.64,175.73,49821278124700,5,175.716,175.809
20260320-11:00,20260320,11:00,175.57,175.57,175.34,175.34,40330777609299,5,175.598,175.756
20260320-11:05,20260320,11:05,175.53,175.53,175.09,175.09,42459541858113,5,175.51,175.666
20260320-11:10,20260320,11:10,175.12,175.65,175.12,175.64,56559427377732,5,175.49,175.64600000000002
20260320-11:15,20260320,11:15,175.96,176.11,175.66,175.66,71922736285164,5,175.492,175.647
20260320-11:20,20260320,11:20,175.66,175.78,175.66,175.73,73754707456997,5,175.492,175.60399999999998
20260320-11:25,20260320,11:25,175.87,176.03,175.86,176.03,61546172653620,5,175.63,175.614
20260320-11:30,20260320,11:30,176.08,176.16,175.74,175.74,76963996136379,5,175.76,175.635
