timestamp,date,time,open,high,low,close,volume,count,ma5,ma10
20260122-09:30,20260122,09:30,184.72,184.8,184.71,184.8,2038840,5,184.286,184.50900000000001
20260122-09:35,20260122,09:35,184.87,184.87,184.76,184.84,2631900,5,184.484,184.499
20260122-09:40,20260122,09:40,184.83,184.83,184.77,184.77,2708840,5,184.526,184.514
20260122-09:45,20260122,09:45,184.73,185.84,184.73,185.21,7051000,5,184.728,184.554
20260122-09:50,20260122,09:50,184.79,184.79,184.24,184.75,11253000,5,184.874,184.551
20260122-09:55,20260122,09:55,185.25,185.25,184.88,184.88,15349520,5,184.89000000000001,184.588
20260122-10:00,20260122,10:00,184.75,184.86,184.24,184.25,18666880,5,184.772,184.62800000000001
20260122-10:05,20260122,10:05,184.27,185.01,184.27,185.0,22263340,5,184.818,184.672
20260122-10:10,20260122,10:10,185.16,185.16,184.19,184.19,26124520,5,184.614,184.671
20260122-10:15,20260122,10:15,184.34,184.45,184.02,184.45,29381080,5,184.554,184.714
20260122-10:20,20260122,10:20,184.27,184.58,184.25,184.58,31543860,5,184.494,184.692
20260122-10:25,20260122,10:25,184.59,184.78,184.51,184.51,33738840,5,184.546,184.659
20260122-10:30,20260122,10:30,184.37,184.68,184.15,184.15,35639680,5,184.376,184.597
20260122-10:35,20260122,10:35,184.25,184.85,184.25,184.76,37446360,5,184.49,184.552
20260122-10:40,20260122,10:40,184.58,185.07,184.58,184.97,39787720,5,184.594,184.574
20260122-10:45,20260122,10:45,184.87,184.87,184.59,184.83,41665220,5,184.644,184.569
20260122-10:50,20260122,10:50,184.93,185.03,184.86,184.99,43568380,5,184.74,184.643
20260122-10:55,20260122,10:55,184.94,185.12,184.84,185.12,45459160,5,184.934,184.655
20260122-11:00,20260122,11:00,184.96,185.29,184.96,185.18,47463480,5,185.018,184.754
20260122-11:05,20260122,11:05,185.09,185.12,185.0,185.0,48892020,5,185.024,184.809
20260122-11:10,20260122,11:10,185.0,185.15,185.0,185.15,49959420,5,185.088,184.866
20260122-11:15,20260122,11:15,185.09,185.19,185.01,185.19,51237260,5,185.12800000000001,184.934
20260122-11:20,20260122,11:20,185.1,185.24,185.07,185.07,52671760,5,185.118,185.026
20260122-11:25,20260122,11:25,185.1,185.43,185.1,185.43,53868200,5,185.168,185.09300000000002
20260122-11:30,20260122,11:30,185.4,185.58,185.4,185.46,55636820,5,185.26,185.142
20260122-11:35,20260122,11:35,185.46,185.63,185.46,185.57,57372420,5,185.344,185.216
20260122-11:40,20260122,11:40,185.67,185.78,185.6,185.78,58942960,5,185.462,185.29500000000002
20260122-11:45,20260122,11:45,185.74,185.78,185.63,185.68,60220340,5,185.584,185.351
20260122-11:50,20260122,11:50,185.65,185.8,185.65,185.8,61283700,5,185.65800000000002,185.413
20260122-11:55,20260122,11:55,185.8,185.95,185.8,185.92,62483360,5,185.75,185.505
20260122-12:00,20260122,12:00,185.92,186.15,185.9,185.98,64606640,5,185.832,185.588
20260122-12:05,20260122,12:05,185.98,186.04,185.98,186.0,65955860,5,185.876,185.669
20260122-12:10,20260122,12:10,185.92,185.92,185.57,185.61,67359260,5,185.862,185.723
20260122-12:15,20260122,12:15,185.53,185.59,185.41,185.53,68756000,5,185.808,185.733
20260122-12:20,20260122,12:20,185.52,185.59,185.37,185.37,70044100,5,185.698,185.724
20260122-12:25,20260122,12:25,185.17,185.48,185.17,185.36,71753600,5,185.574,185.703
20260122-12:30,20260122,12:30,185.32,185.32,184.95,184.98,73250480,5,185.37,185.623
20260122-12:35,20260122,12:35,184.94,184.94,184.67,184.67,74877680,5,185.182,185.522
20260122-12:40,20260122,12:40,184.82,184.86,184.77,184.82,76249060,5,185.04,185.424
20260122-12:45,20260122,12:45,184.98,185.09,184.96,184.96,77516340,5,184.958,185.328
20260122-12:50,20260122,12:50,184.84,184.84,184.72,184.73,78638260,5,184.832,185.203
20260122-12:55,20260122,12:55,184.68,184.76,184.68,184.7,79557980,5,184.77599999999998,185.073
20260122-13:00,20260122,13:00,184.72,184.8,184.7,184.8,80406840,5,184.802,184.992
20260122-13:05,20260122,13:05,184.8,184.8,184.43,184.43,81553340,5,184.724,184.882
20260122-13:10,20260122,13:10,184.5,184.57,184.49,184.54,83011020,5,184.64,184.799
20260122-13:15,20260122,13:15,184.56,184.87,184.56,184.67,84236240,5,184.628,184.73
20260122-13:20,20260122,13:20,184.72,185.18,184.72,185.18,85696340,5,184.724,184.75
20260122-13:25,20260122,13:25,185.18,185.18,184.86,184.99,87409640,5,184.762,184.782
20260122-13:30,20260122,13:30,185.0,185.05,184.87,184.87,88843400,5,184.85,184.787
20260122-13:35,20260122,13:35,184.94,185.07,184.93,184.93,89847320,5,184.928,184.784
20260122-13:40,20260122,13:40,185.0,185.0,184.9,184.9,90536380,5,184.97400000000002,184.801
20260122-13:45,20260122,13:45,184.73,184.8,184.68,184.79,91358640,5,184.89600000000002,184.81
20260122-13:50,20260122,13:50,184.85,184.85,184.76,184.79,92000180,5,184.856,184.809
20260122-13:55,20260122,13:55,184.84,184.85,184.72,184.72,92649900,5,184.826,184.838
20260122-14:00,20260122,14:00,184.63,184.72,184.63,184.69,93389300,5,184.778,184.853
20260122-14:05,20260122,14:05,184.7,184.76,184.57,184.57,94096100,5,184.712,184.843
20260122-14:10,20260122,14:10,184.55,184.57,184.4,184.4,95019060,5,184.634,184.765
20260122-14:15,20260122,14:15,184.47,184.48,184.34,184.48,96149980,5,184.572,184.714
20260122-14:20,20260122,14:20,184.48,184.55,184.47,184.49,97085700,5,184.526,184.676
20260122-14:25,20260122,14:25,184.6,184.7,184.53,184.63,97906880,5,184.514,184.646
20260122-14:30,20260122,14:30,184.66,184.66,184.55,184.63,98685480,5,184.526,184.619
20260122-14:35,20260122,14:35,184.68,184.7,184.58,184.62,99401700,5,184.57,184.602
20260122-14:40,20260122,14:40,184.55,184.73,184.54,184.73,100171100,5,184.62,184.596
20260122-14:45,20260122,14:45,184.65,184.66,184.6,184.63,101037440,5,184.648,184.587
20260122-14:50,20260122,14:50,184.71,184.78,184.71,184.72,101943920,5,184.666,184.59
20260122-14:55,20260122,14:55,184.68,184.79,184.68,184.76,102800140,5,184.692,184.609
20260122-15:00,20260122,15:00,184.69,184.69,184.54,184.66,103929500,5,184.7,184.635
20260122-15:05,20260122,15:05,184.69,184.75,184.68,184.68,104987220,5,184.69,184.655
