date,time,_updated,last,bid,ask,bid_sz,ask_sz,volume,symbol,conid
20260107,09:30:07,20260107-09:29:58,187.87,,,,,,NVDA,4815747
20260107,09:31:04,20260107-09:30:59,187.88,187.85,187.88,170000.0,90000.0,2422000.0,NVDA,4815747
20260107,09:32:06,20260107-09:31:59,187.91,187.9,187.91,30000.0,130000.0,2429400.0,NVDA,4815747
20260107,09:33:02,20260107-09:32:58,187.92,187.92,187.93,10000.0,20000.0,2443700.0,NVDA,4815747
20260107,09:34:07,20260107-09:34:05,187.96,187.96,187.98,30000.0,70000.0,2464400.0,NVDA,4815747
20260107,09:35:06,20260107-09:34:59,188.0,187.99,188.0,10000.0,10000.0,2473500.0,NVDA,4815747
20260107,09:36:03,20260107-09:35:59,187.98,187.96,187.98,70000.0,50000.0,2490000.0,NVDA,4815747
20260107,09:37:06,20260107-09:37:05,187.89,187.9,187.92,40000.0,30000.0,2499400.0,NVDA,4815747
20260107,09:38:03,20260107-09:38:03,187.77,187.79,187.82,20000.0,20000.0,2534400.0,NVDA,4815747
20260107,09:39:06,20260107-09:38:59,187.77,187.72,187.77,4630000.0,10000.0,2552700.0,NVDA,4815747
20260107,09:40:03,20260107-09:39:58,187.8,187.8,187.82,50000.0,20000.0,2569400.0,NVDA,4815747
20260107,09:41:07,20260107-09:41:06,188.24,188.24,188.28,100000.0,50000.0,2626800.0,NVDA,4815747
20260107,09:42:04,20260107-09:41:59,188.31,188.27,188.35,2740000.0,80000.0,2653700.0,NVDA,4815747
20260107,09:43:01,20260107-09:42:59,188.69,188.69,188.86,20000.0,10000.0,2731700.0,NVDA,4815747
20260107,09:44:04,20260107-09:43:59,188.6,188.6,188.61,110000.0,10000.0,2834500.0,NVDA,4815747
20260107,09:45:07,20260107-09:45:04,188.61,188.55,188.61,90000.0,30000.0,4704100.0,NVDA,4815747
20260107,09:46:08,20260107-09:46:08,187.37,187.36,187.39,20000.0,10000.0,6328200.0,NVDA,4815747
20260107,09:47:04,20260107-09:46:59,187.05,187.04,187.08,20000.0,20000.0,7344500.0,NVDA,4815747
20260107,09:48:07,20260107-09:47:59,187.57,187.55,187.58,50000.0,90000.0,8217900.0,NVDA,4815747
20260107,09:49:03,20260107-09:48:59,187.66,187.63,187.67,10000.0,70000.0,9071900.0,NVDA,4815747
20260107,09:50:06,20260107-09:49:59,187.99,187.99,188.0,30000.0,50000.0,9759700.0,NVDA,4815747
20260107,09:51:02,20260107-09:50:59,187.81,187.79,187.81,80000.0,10000.0,10331700.0,NVDA,4815747
20260107,09:52:05,20260107-09:51:59,187.13,187.13,187.14,10000.0,10000.0,11202300.0,NVDA,4815747
20260107,09:53:02,20260107-09:52:59,187.29,187.28,187.3,30000.0,10000.0,11801000.0,NVDA,4815747
20260107,09:54:06,20260107-09:53:59,187.92,187.92,187.93,50000.0,10000.0,12460800.0,NVDA,4815747
20260107,09:55:03,20260107-09:54:59,188.08,188.07,188.09,100000.0,20000.0,13190600.0,NVDA,4815747
20260107,09:56:06,20260107-09:55:59,187.77,187.76,187.79,30000.0,60000.0,13772400.0,NVDA,4815747
20260107,09:57:02,20260107-09:56:59,187.97,187.95,187.98,90000.0,160000.0,14298700.0,NVDA,4815747
20260107,09:58:05,20260107-09:57:59,187.85,187.84,187.85,90000.0,10000.0,14922100.0,NVDA,4815747
20260107,09:59:07,20260107-09:58:59,188.05,188.02,188.05,70000.0,90000.0,15315100.0,NVDA,4815747
20260107,10:00:04,20260107-10:00:02,188.68,188.63,188.65,1500000.0,40000.0,16394100.0,NVDA,4815747
20260107,10:01:06,20260107-10:01:03,188.38,188.35,188.38,50000.0,100000.0,17337500.0,NVDA,4815747
20260107,10:02:04,20260107-10:02:03,188.64,188.64,188.65,30000.0,50000.0,17957200.0,NVDA,4815747
20260107,10:03:07,20260107-10:03:03,188.53,188.51,188.54,110000.0,190000.0,18385900.0,NVDA,4815747
20260107,10:04:04,20260107-10:04:03,188.61,188.59,188.61,80000.0,50000.0,18884300.0,NVDA,4815747
20260107,10:05:07,20260107-10:05:03,188.48,188.48,188.5,100000.0,140000.0,19271100.0,NVDA,4815747
20260107,10:06:04,20260107-10:06:03,188.31,188.31,188.33,40000.0,120000.0,19699500.0,NVDA,4815747
20260107,10:07:07,20260107-10:07:03,188.4,188.4,188.42,10000.0,240000.0,20062400.0,NVDA,4815747
20260107,10:08:03,20260107-10:07:59,188.88,188.88,188.89,10000.0,20000.0,20671000.0,NVDA,4815747
20260107,10:09:07,20260107-10:09:07,189.27,189.25,189.27,50000.0,70000.0,21835600.0,NVDA,4815747
20260107,10:10:04,20260107-10:10:01,189.1,189.09,189.1,10000.0,40000.0,22371200.0,NVDA,4815747
20260107,10:11:08,20260107-10:11:06,189.65,189.64,189.66,20000.0,40000.0,23514600.0,NVDA,4815747
20260107,10:12:06,20260107-10:12:03,189.91,189.91,189.92,170000.0,90000.0,24812800.0,NVDA,4815747
20260107,10:13:03,20260107-10:12:59,189.88,189.88,189.91,30000.0,170000.0,25294100.0,NVDA,4815747
20260107,10:14:05,20260107-10:13:59,190.01,190.0,190.02,100000.0,10000.0,26185000.0,NVDA,4815747
20260107,10:15:01,20260107-10:15:01,190.1,190.06,190.1,10000.0,300000.0,27060900.0,NVDA,4815747
20260107,10:16:05,20260107-10:15:59,189.82,189.82,189.84,10000.0,90000.0,27641900.0,NVDA,4815747
20260107,10:17:02,20260107-10:16:59,189.45,189.44,189.47,70000.0,30000.0,28344300.0,NVDA,4815747
20260107,10:18:04,20260107-10:17:59,189.54,189.51,189.54,60000.0,30000.0,28956000.0,NVDA,4815747
20260107,10:19:07,20260107-10:18:59,189.72,189.73,189.74,20000.0,10000.0,29479800.0,NVDA,4815747
20260107,10:20:06,20260107-10:19:59,190.02,190.01,190.03,180000.0,2370000.0,30108500.0,NVDA,4815747
20260107,10:21:04,20260107-10:20:59,190.07,190.07,190.08,70000.0,40000.0,30932900.0,NVDA,4815747
20260107,10:22:07,20260107-10:22:00,190.64,190.64,190.65,40000.0,60000.0,32527500.0,NVDA,4815747
20260107,10:23:03,20260107-10:23:00,190.96,190.95,190.96,10000.0,50000.0,33548500.0,NVDA,4815747
20260107,10:24:07,20260107-10:24:05,190.87,190.87,190.89,30000.0,60000.0,34923100.0,NVDA,4815747
20260107,10:25:04,20260107-10:24:59,190.75,190.74,190.75,70000.0,20000.0,35371800.0,NVDA,4815747
20260107,10:26:01,20260107-10:25:59,190.61,190.6,190.62,160000.0,100000.0,36005100.0,NVDA,4815747
20260107,10:27:05,20260107-10:27:05,190.52,190.51,190.53,90000.0,190000.0,36833600.0,NVDA,4815747
20260107,10:28:03,20260107-10:27:59,190.68,190.68,190.69,10000.0,10000.0,37034000.0,NVDA,4815747
20260107,10:29:07,20260107-10:29:05,190.54,190.53,190.55,60000.0,50000.0,37740200.0,NVDA,4815747
20260107,10:30:04,20260107-10:29:59,190.51,190.51,190.52,90000.0,40000.0,38238000.0,NVDA,4815747
20260107,10:31:02,20260107-10:30:59,190.47,190.45,190.47,130000.0,100000.0,38938100.0,NVDA,4815747
20260107,10:32:05,20260107-10:31:59,190.69,190.68,190.7,10000.0,80000.0,39521700.0,NVDA,4815747
20260107,10:33:02,20260107-10:32:59,190.41,190.41,190.42,70000.0,80000.0,40015000.0,NVDA,4815747
20260107,10:34:06,20260107-10:34:06,190.62,190.62,190.64,120000.0,100000.0,40894100.0,NVDA,4815747
20260107,10:35:04,20260107-10:34:59,190.74,190.74,190.76,30000.0,110000.0,41134100.0,NVDA,4815747
20260107,10:36:07,20260107-10:36:06,190.89,190.87,190.9,180000.0,20000.0,41983600.0,NVDA,4815747
20260107,10:37:04,20260107-10:36:59,190.87,190.86,190.88,140000.0,10000.0,42190700.0,NVDA,4815747
20260107,10:38:07,20260107-10:38:06,191.0,190.99,191.0,10000.0,10000.0,43393700.0,NVDA,4815747
20260107,10:39:08,20260107-10:38:59,191.16,191.16,191.17,20000.0,90000.0,44078200.0,NVDA,4815747
20260107,10:40:07,20260107-10:39:59,191.2,191.19,191.2,20000.0,290000.0,44638800.0,NVDA,4815747
20260107,10:41:04,20260107-10:40:59,190.83,190.83,190.85,10000.0,160000.0,45364700.0,NVDA,4815747
20260107,10:42:08,20260107-10:41:59,190.99,191.01,191.02,80000.0,40000.0,46028700.0,NVDA,4815747
20260107,10:43:04,20260107-10:42:59,190.93,190.92,190.94,100000.0,60000.0,46429500.0,NVDA,4815747
20260107,10:44:07,20260107-10:43:59,191.0,190.98,191.0,70000.0,80000.0,46911200.0,NVDA,4815747
20260107,10:45:03,20260107-10:44:59,191.01,191.01,191.02,60000.0,20000.0,47291900.0,NVDA,4815747
20260107,10:46:06,20260107-10:45:59,190.76,190.76,190.77,170000.0,100000.0,47716600.0,NVDA,4815747
20260107,10:47:03,20260107-10:46:59,190.62,190.62,190.63,50000.0,40000.0,48215800.0,NVDA,4815747
20260107,10:48:05,20260107-10:47:59,190.71,190.71,190.72,120000.0,10000.0,48600600.0,NVDA,4815747
20260107,10:49:02,20260107-10:48:59,190.84,190.83,190.85,240000.0,50000.0,49080700.0,NVDA,4815747
20260107,10:50:04,20260107-10:49:59,190.57,190.56,190.58,40000.0,170000.0,49549000.0,NVDA,4815747
20260107,10:51:07,20260107-10:50:59,190.73,190.73,190.74,10000.0,440000.0,49948000.0,NVDA,4815747
20260107,10:52:04,20260107-10:51:59,190.65,190.64,190.66,50000.0,150000.0,50412400.0,NVDA,4815747
20260107,10:53:06,20260107-10:52:59,190.39,190.38,190.4,80000.0,190000.0,50867200.0,NVDA,4815747
20260107,10:54:03,20260107-10:53:59,189.03,189.01,189.05,10000.0,50000.0,51376300.0,NVDA,4815747
20260107,10:55:05,20260107-10:54:59,189.21,189.2,189.23,50000.0,70000.0,54090200.0,NVDA,4815747
20260107,10:56:02,20260107-10:55:59,189.82,189.81,189.84,20000.0,30000.0,55902900.0,NVDA,4815747
20260107,10:57:05,20260107-10:56:59,189.48,189.47,189.48,50000.0,30000.0,56810000.0,NVDA,4815747
20260107,10:58:04,20260107-10:57:59,188.99,188.97,189.0,20000.0,70000.0,57681500.0,NVDA,4815747
20260107,10:59:07,20260107-10:58:59,188.58,188.56,188.59,50000.0,50000.0,58966800.0,NVDA,4815747
20260107,11:00:04,20260107-10:59:59,189.38,189.37,189.39,110000.0,10000.0,60144400.0,NVDA,4815747
20260107,11:01:07,20260107-11:00:59,189.63,189.62,189.64,20000.0,60000.0,60816800.0,NVDA,4815747
20260107,11:02:04,20260107-11:01:59,189.72,189.71,189.73,10000.0,140000.0,61448500.0,NVDA,4815747
20260107,11:03:02,20260107-11:02:59,189.98,189.96,189.98,70000.0,180000.0,62022100.0,NVDA,4815747
20260107,11:04:05,20260107-11:03:59,190.26,190.25,190.27,50000.0,50000.0,62747200.0,NVDA,4815747
20260107,11:05:03,20260107-11:04:59,190.39,190.38,190.4,120000.0,40000.0,63724400.0,NVDA,4815747
20260107,11:06:06,20260107-11:05:59,190.31,190.3,190.32,40000.0,40000.0,64132600.0,NVDA,4815747
20260107,11:07:03,20260107-11:06:59,190.31,190.3,190.31,50000.0,30000.0,64773500.0,NVDA,4815747
20260107,11:08:06,20260107-11:07:59,190.07,190.06,190.07,70000.0,10000.0,65056000.0,NVDA,4815747
20260107,11:09:03,20260107-11:08:59,190.13,190.13,190.15,30000.0,200000.0,65492100.0,NVDA,4815747
20260107,11:10:06,20260107-11:09:59,189.82,189.8,189.83,120000.0,90000.0,65933100.0,NVDA,4815747
20260107,11:11:03,20260107-11:10:59,189.7,189.7,189.71,100000.0,10000.0,66219000.0,NVDA,4815747
20260107,11:12:06,20260107-11:11:59,189.69,189.69,189.7,20000.0,40000.0,66547200.0,NVDA,4815747
20260107,11:13:03,20260107-11:12:59,189.55,189.55,189.57,40000.0,40000.0,66915500.0,NVDA,4815747
20260107,11:14:06,20260107-11:13:59,189.79,189.78,189.79,130000.0,30000.0,67228800.0,NVDA,4815747
20260107,11:15:05,20260107-11:14:59,189.62,189.6,189.62,140000.0,30000.0,67537300.0,NVDA,4815747
20260107,11:16:02,20260107-11:15:59,189.7,189.7,189.71,100000.0,40000.0,67813700.0,NVDA,4815747
20260107,11:17:05,20260107-11:16:59,189.85,189.85,189.87,120000.0,20000.0,68131200.0,NVDA,4815747
20260107,11:18:03,20260107-11:17:59,189.85,189.85,189.86,30000.0,30000.0,68343700.0,NVDA,4815747
20260107,11:19:05,20260107-11:18:59,189.93,189.92,189.93,10000.0,50000.0,68561800.0,NVDA,4815747
20260107,11:20:02,20260107-11:19:59,189.66,189.64,189.67,50000.0,90000.0,68981200.0,NVDA,4815747
20260107,11:21:05,20260107-11:20:59,189.71,189.71,189.72,10000.0,40000.0,69332200.0,NVDA,4815747
20260107,11:22:03,20260107-11:21:59,189.76,189.76,189.77,30000.0,10000.0,69509200.0,NVDA,4815747
20260107,11:23:06,20260107-11:22:59,189.82,189.81,189.82,50000.0,10000.0,69725800.0,NVDA,4815747
20260107,11:24:04,20260107-11:23:59,189.66,189.66,189.67,50000.0,10000.0,69957200.0,NVDA,4815747
20260107,11:25:08,20260107-11:24:59,189.71,189.7,189.72,40000.0,70000.0,70208200.0,NVDA,4815747
20260107,11:26:07,20260107-11:25:59,189.65,189.64,189.65,100000.0,30000.0,70441800.0,NVDA,4815747
20260107,11:27:11,20260107-11:27:09,189.77,189.77,189.79,20000.0,80000.0,70701700.0,NVDA,4815747
20260107,11:28:06,20260107-11:27:59,190.05,190.05,190.07,90000.0,70000.0,71127400.0,NVDA,4815747
20260107,11:29:04,20260107-11:28:59,190.13,190.12,190.14,20000.0,160000.0,71449400.0,NVDA,4815747
20260107,11:30:06,20260107-11:29:59,190.29,190.28,190.29,90000.0,100000.0,71718500.0,NVDA,4815747
20260107,11:31:03,20260107-11:30:59,190.31,190.31,190.32,100000.0,60000.0,71999000.0,NVDA,4815747
20260107,11:32:06,20260107-11:31:59,190.16,190.15,190.16,120000.0,20000.0,72246100.0,NVDA,4815747
20260107,11:33:02,20260107-11:32:59,190.15,190.14,190.15,50000.0,30000.0,72444600.0,NVDA,4815747
20260107,11:34:02,20260107-11:33:59,190.07,190.07,190.08,80000.0,20000.0,72690100.0,NVDA,4815747
20260107,11:35:05,20260107-11:34:59,190.1,190.08,190.1,90000.0,40000.0,72930500.0,NVDA,4815747
20260107,11:36:02,20260107-11:35:59,189.88,189.88,189.89,50000.0,40000.0,73211700.0,NVDA,4815747
20260107,11:37:07,20260107-11:36:59,189.99,189.98,189.99,10000.0,30000.0,73476500.0,NVDA,4815747
20260107,11:38:03,20260107-11:37:59,189.88,189.88,189.89,690000.0,40000.0,73669300.0,NVDA,4815747
20260107,11:39:05,20260107-11:38:59,189.65,189.65,189.66,130000.0,40000.0,73909600.0,NVDA,4815747
20260107,11:40:03,20260107-11:39:59,189.55,189.54,189.55,30000.0,60000.0,74199700.0,NVDA,4815747
20260107,11:41:07,20260107-11:40:59,189.37,189.36,189.38,20000.0,130000.0,74618400.0,NVDA,4815747
20260107,11:42:03,20260107-11:41:59,189.25,189.23,189.25,90000.0,90000.0,74911700.0,NVDA,4815747
20260107,11:43:06,20260107-11:42:59,189.3,189.31,189.32,40000.0,60000.0,75173700.0,NVDA,4815747
20260107,11:44:03,20260107-11:43:59,189.26,189.26,189.27,50000.0,30000.0,75481200.0,NVDA,4815747
20260107,11:45:05,20260107-11:44:59,189.58,189.57,189.58,60000.0,90000.0,75753200.0,NVDA,4815747
20260107,11:46:03,20260107-11:45:59,189.6,189.6,189.61,10000.0,30000.0,76151000.0,NVDA,4815747
20260107,11:47:06,20260107-11:46:59,189.92,189.9,189.92,140000.0,10000.0,76561100.0,NVDA,4815747
20260107,11:48:03,20260107-11:47:59,189.95,189.93,189.94,100000.0,10000.0,76821300.0,NVDA,4815747
20260107,11:49:06,20260107-11:48:59,190.01,190.0,190.01,20000.0,10000.0,77145800.0,NVDA,4815747
20260107,11:50:03,20260107-11:49:59,189.89,189.88,189.9,50000.0,50000.0,77386100.0,NVDA,4815747
20260107,11:51:06,20260107-11:50:59,189.69,189.68,189.7,80000.0,30000.0,77680200.0,NVDA,4815747
20260107,11:52:03,20260107-11:52:00,189.54,189.53,189.54,70000.0,40000.0,77929600.0,NVDA,4815747
20260107,11:53:06,20260107-11:52:59,189.53,189.52,189.54,50000.0,40000.0,78127700.0,NVDA,4815747
20260107,11:54:03,20260107-11:53:59,189.62,189.61,189.62,60000.0,150000.0,78324600.0,NVDA,4815747
20260107,11:55:03,20260107-11:54:59,189.6,189.6,189.61,30000.0,40000.0,78487700.0,NVDA,4815747
20260107,11:56:06,20260107-11:55:59,189.68,189.68,189.69,20000.0,10000.0,78759900.0,NVDA,4815747
20260107,11:57:04,20260107-11:56:59,189.63,189.63,189.65,40000.0,90000.0,78916900.0,NVDA,4815747
20260107,11:58:04,20260107-11:57:59,189.79,189.78,189.79,50000.0,30000.0,79103000.0,NVDA,4815747
20260107,11:59:02,20260107-11:58:59,189.89,189.89,189.9,200000.0,60000.0,79438200.0,NVDA,4815747
20260107,12:00:05,20260107-11:59:59,189.89,189.88,189.89,150000.0,20000.0,79612300.0,NVDA,4815747
20260107,12:01:02,20260107-12:00:59,189.95,189.95,189.96,40000.0,50000.0,79809900.0,NVDA,4815747
20260107,12:02:04,20260107-12:01:59,190.06,190.06,190.07,10000.0,30000.0,80040800.0,NVDA,4815747
20260107,12:03:07,20260107-12:02:59,190.09,190.08,190.09,10000.0,40000.0,80215000.0,NVDA,4815747
20260107,12:04:05,20260107-12:03:59,189.95,189.94,189.95,140000.0,40000.0,80371000.0,NVDA,4815747
20260107,12:05:02,20260107-12:04:59,189.83,189.82,189.83,20000.0,40000.0,80547100.0,NVDA,4815747
20260107,12:06:05,20260107-12:05:59,189.72,189.71,189.73,10000.0,170000.0,80717600.0,NVDA,4815747
20260107,12:07:02,20260107-12:06:59,189.76,189.76,189.77,30000.0,50000.0,80866000.0,NVDA,4815747
20260107,12:08:05,20260107-12:07:59,189.97,189.96,189.97,100000.0,30000.0,81154500.0,NVDA,4815747
20260107,12:09:02,20260107-12:08:59,190.01,190.0,190.02,90000.0,180000.0,81461000.0,NVDA,4815747
20260107,12:10:06,20260107-12:09:59,190.06,190.06,190.07,70000.0,20000.0,81746800.0,NVDA,4815747
20260107,12:11:03,20260107-12:10:59,190.17,190.17,190.18,40000.0,70000.0,82083600.0,NVDA,4815747
20260107,12:12:05,20260107-12:11:59,190.27,190.26,190.27,30000.0,30000.0,82349000.0,NVDA,4815747
20260107,12:13:01,20260107-12:12:59,190.31,190.3,190.31,60000.0,40000.0,82585500.0,NVDA,4815747
20260107,12:14:04,20260107-12:13:59,190.27,190.27,190.28,180000.0,10000.0,82778600.0,NVDA,4815747
20260107,12:15:06,20260107-12:14:59,190.16,190.16,190.17,50000.0,80000.0,82978200.0,NVDA,4815747
20260107,12:16:03,20260107-12:15:59,190.2,190.19,190.2,80000.0,20000.0,83201800.0,NVDA,4815747
20260107,12:17:06,20260107-12:16:59,190.04,190.04,190.05,20000.0,120000.0,83457500.0,NVDA,4815747
20260107,12:18:02,20260107-12:17:59,190.0,190.0,190.01,440000.0,10000.0,83651500.0,NVDA,4815747
20260107,12:19:05,20260107-12:18:59,190.26,190.26,190.27,10000.0,40000.0,83875100.0,NVDA,4815747
20260107,12:20:04,20260107-12:19:59,190.29,190.29,190.3,50000.0,50000.0,84177700.0,NVDA,4815747
20260107,12:21:07,20260107-12:20:59,190.45,190.44,190.45,100000.0,10000.0,84521300.0,NVDA,4815747
20260107,12:22:06,20260107-12:21:59,190.37,190.37,190.38,20000.0,50000.0,84776200.0,NVDA,4815747
20260107,12:23:02,20260107-12:22:59,190.4,190.4,190.41,40000.0,10000.0,85205800.0,NVDA,4815747
20260107,12:24:05,20260107-12:23:59,190.38,190.38,190.39,40000.0,20000.0,85408200.0,NVDA,4815747
20260107,12:25:02,20260107-12:24:59,190.31,190.3,190.31,190000.0,20000.0,85582800.0,NVDA,4815747
20260107,12:26:04,20260107-12:25:59,190.29,190.28,190.29,20000.0,60000.0,85761700.0,NVDA,4815747
20260107,12:27:08,20260107-12:26:59,190.2,190.19,190.2,40000.0,10000.0,85989400.0,NVDA,4815747
20260107,12:28:05,20260107-12:27:59,190.25,190.25,190.26,10000.0,40000.0,86160200.0,NVDA,4815747
20260107,12:29:02,20260107-12:28:59,190.14,190.14,190.16,10000.0,150000.0,86352100.0,NVDA,4815747
20260107,12:30:06,20260107-12:29:59,190.18,190.17,190.19,70000.0,40000.0,86530500.0,NVDA,4815747
20260107,12:31:04,20260107-12:30:59,190.19,190.18,190.19,50000.0,20000.0,86689300.0,NVDA,4815747
20260107,12:32:06,20260107-12:31:59,190.15,190.15,190.16,30000.0,60000.0,86799600.0,NVDA,4815747
20260107,12:33:02,20260107-12:32:59,190.16,190.16,190.17,60000.0,10000.0,86939000.0,NVDA,4815747
20260107,12:34:05,20260107-12:33:59,190.17,190.16,190.18,20000.0,130000.0,87074000.0,NVDA,4815747
20260107,12:35:02,20260107-12:34:59,190.17,190.16,190.17,60000.0,30000.0,87214500.0,NVDA,4815747
20260107,12:36:04,20260107-12:35:59,190.11,190.11,190.12,10000.0,50000.0,87967200.0,NVDA,4815747
20260107,12:37:07,20260107-12:36:59,190.21,190.21,190.22,20000.0,40000.0,88110100.0,NVDA,4815747
20260107,12:38:03,20260107-12:37:59,190.18,190.17,190.18,60000.0,10000.0,88211900.0,NVDA,4815747
20260107,12:39:06,20260107-12:38:59,190.24,190.24,190.26,10000.0,230000.0,88365700.0,NVDA,4815747
20260107,12:40:03,20260107-12:39:59,190.34,190.34,190.35,70000.0,60000.0,88542100.0,NVDA,4815747
20260107,12:41:07,20260107-12:40:59,190.24,190.23,190.24,60000.0,30000.0,88719600.0,NVDA,4815747
20260107,12:42:04,20260107-12:41:59,190.09,190.09,190.1,50000.0,40000.0,89104900.0,NVDA,4815747
20260107,12:43:07,20260107-12:42:59,190.02,190.01,190.02,10000.0,70000.0,89334600.0,NVDA,4815747
20260107,12:44:03,20260107-12:43:59,190.01,190.01,190.02,20000.0,210000.0,89568800.0,NVDA,4815747
20260107,12:45:06,20260107-12:44:59,190.0,190.0,190.01,30000.0,10000.0,89744700.0,NVDA,4815747
20260107,12:46:03,20260107-12:45:59,189.94,189.94,189.95,50000.0,60000.0,89895800.0,NVDA,4815747
20260107,12:47:05,20260107-12:46:59,190.04,190.03,190.04,70000.0,50000.0,90056300.0,NVDA,4815747
20260107,12:48:02,20260107-12:47:59,189.93,189.92,189.93,100000.0,20000.0,90176900.0,NVDA,4815747
20260107,12:49:04,20260107-12:48:59,190.05,190.05,190.06,60000.0,10000.0,90338100.0,NVDA,4815747
20260107,12:50:01,20260107-12:49:59,190.18,190.17,190.18,240000.0,40000.0,90532700.0,NVDA,4815747
20260107,12:51:04,20260107-12:50:59,190.1,190.1,190.11,140000.0,40000.0,90711900.0,NVDA,4815747
20260107,12:52:07,20260107-12:51:59,190.06,190.05,190.07,130000.0,90000.0,90800300.0,NVDA,4815747
20260107,12:53:03,20260107-12:52:59,190.0,190.0,190.01,50000.0,10000.0,90934700.0,NVDA,4815747
20260107,12:54:05,20260107-12:53:59,190.04,190.03,190.04,20000.0,10000.0,91061400.0,NVDA,4815747
