date,time,_updated,last,bid,ask,bid_sz,ask_sz,volume,symbol,conid
20260108,09:30:04,20260108-09:30:02,119.13,119.12,119.15,20000,120000,120100,UPRO,61228752
20260108,09:31:00,20260108-09:30:59,119.06,119.08,119.11,20000,100000,120900,UPRO,61228752
20260108,09:32:03,20260108-09:31:59,119.06,119.12,119.14,10000,50000,120900,UPRO,61228752
20260108,09:33:00,20260108-09:32:59,119.06,119.12,119.13,10000,10000,120900,UPRO,61228752
20260108,09:34:03,20260108-09:34:02,119.15,119.16,119.18,10000,30000,122000,UPRO,61228752
20260108,09:35:05,20260108-09:35:02,119.07,119.06,119.08,20000,10000,126000,UPRO,61228752
20260108,09:36:02,20260108-09:36:00,119.05,119.05,119.07,40000,250000,132700,UPRO,61228752
20260108,09:37:05,20260108-09:37:02,119.02,119.03,119.06,110000,130000,133300,UPRO,61228752
20260108,09:38:01,20260108-09:37:59,119.0,118.99,119.01,70000,10000,133300,UPRO,61228752
20260108,09:39:03,20260108-09:39:02,119.01,119.0,119.02,20000,40000,137000,UPRO,61228752
20260108,09:40:02,20260108-09:40:02,118.97,118.94,118.99,60000,10000,140100,UPRO,61228752
20260108,09:41:00,20260108-09:40:59,119.0,119.02,119.05,60000,90000,141500,UPRO,61228752
20260108,09:42:03,20260108-09:41:59,119.0,118.97,119.0,50000,50000,141500,UPRO,61228752
20260108,09:43:01,20260108-09:43:00,119.06,119.05,119.07,100000,50000,141600,UPRO,61228752
20260108,09:44:05,20260108-09:43:59,119.02,119.01,119.03,50000,100000,145500,UPRO,61228752
20260108,09:45:02,20260108-09:45:01,119.04,119.03,119.06,30000,680000,178500,UPRO,61228752
20260108,09:46:05,20260108-09:45:59,119.0,119.02,119.05,100000,340000,206100,UPRO,61228752
20260108,09:47:02,20260108-09:46:59,118.99,119.04,119.06,10000,40000,223700,UPRO,61228752
20260108,09:48:02,20260108-09:48:00,119.1,119.09,119.11,220000,10000,246000,UPRO,61228752
20260108,09:49:06,20260108-09:48:59,119.12,119.08,119.09,20000,10000,259100,UPRO,61228752
20260108,09:50:04,20260108-09:49:59,118.84,118.83,118.85,210000,200000,274300,UPRO,61228752
20260108,09:51:00,20260108-09:50:59,118.93,118.91,118.92,30000,10000,296100,UPRO,61228752
20260108,09:52:03,20260108-09:51:59,119.02,119.02,119.03,30000,10000,309800,UPRO,61228752
20260108,09:53:00,20260108-09:52:59,119.18,119.16,119.18,60000,50000,362600,UPRO,61228752
20260108,09:54:03,20260108-09:53:59,118.96,118.95,118.96,10000,20000,388000,UPRO,61228752
20260108,09:55:05,20260108-09:55:00,118.83,118.84,118.86,20000,330000,398900,UPRO,61228752
20260108,09:56:03,20260108-09:56:01,118.99,119.0,119.02,70000,250000,407300,UPRO,61228752
20260108,09:57:06,20260108-09:57:01,118.88,118.91,118.93,10000,100000,421500,UPRO,61228752
20260108,09:58:02,20260108-09:57:59,118.51,118.53,118.55,20000,60000,496000,UPRO,61228752
20260108,09:59:05,20260108-09:58:59,118.64,118.59,118.6,10000,10000,539200,UPRO,61228752
20260108,10:00:02,20260108-10:00:01,118.54,118.52,118.54,200000,100000,554800,UPRO,61228752
20260108,10:01:04,20260108-10:00:59,118.55,118.53,118.55,190000,30000,571200,UPRO,61228752
20260108,10:02:01,20260108-10:01:59,118.8,118.8,118.83,230000,170000,583700,UPRO,61228752
20260108,10:03:04,20260108-10:02:59,119.06,119.07,119.09,330000,200000,593200,UPRO,61228752
20260108,10:04:00,20260108-10:03:59,118.92,118.98,118.99,10000,50000,601700,UPRO,61228752
20260108,10:05:03,20260108-10:04:59,118.97,118.94,118.96,70000,30000,610900,UPRO,61228752
20260108,10:06:05,20260108-10:05:59,118.9,118.82,118.84,250000,30000,621400,UPRO,61228752
